,Company Name,MC Link
789,Scruples Cloth,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/scruplesclothing/SCL09
790,AVTIL Ent,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/avtilenterprise/AVT01
791,Jayant Agro-Org,http://www.moneycontrol.com/india/stockpricequote/chemicals/jayantagroorganics/JAO
792,Patidar Build,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/patidarbuildcon/TLL
793,Uniworth Intl,http://www.moneycontrol.com/india/stockpricequote/trading/uniworthinternational/UI08
794,Hanuman Tea,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/hanumanteacompany/HTC
795,Dr M Soy,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/drmsoyproteins/DMS01
796,InfoBeans Tech,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/infobeanstechnologies/IT05
797,Derco Cooling,http://www.moneycontrol.com/india/stockpricequote/aluminium/dercocoolingcoils/DCC
798,Solar Busiforms,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/solarbusiforms/SB06
799,Atul Auto,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/atulauto/AA08
800,Prima Plastics,http://www.moneycontrol.com/india/stockpricequote/plastics/primaplastics/PP21
801,Paragon Finance,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/paragonfinance/PF04
802,Sanghvi Forging,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/sanghviforgingengineering/SFE
803,Bhushan,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/bhushansteel/BS14
804,Charminar Steel,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/charminarsteels/CS04
805,Unishire Urban,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/unishireurbaninfra/UUI
806,Nova Udyog Ltd,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/novaudyog/NUL
807,Guj Terce Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/gujarattercelaboratories/GTL
808,Dighe Electroni,http://www.moneycontrol.com/india/stockpricequote/electricals/digheelectronics/DE02
809,Shri Bhawani,http://www.moneycontrol.com/india/stockpricequote/paper/shribhawani/SB02
810,Sriyansh Steel,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/sriyanshsteel/SS21
811,Pioneer Auto,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/pioneerautolamps/PAL01
812,Tamil Sponge,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/tamilnadusponge/TS
813,Skyline Millars,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/skylinemillars/SM20
814,Nikki Global,http://www.moneycontrol.com/india/stockpricequote/financegeneral/nikkiglobalfinance/NGF
815,R ETF Gold,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/relianceetfgold/RMF
816,Jindal Saw,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/jindalsaw/JS08
817,OMC Computers L,http://www.moneycontrol.com/india/stockpricequote/computershardware/omccomputers/OMC
818,Ram Informatics,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/raminformatics/RI04
819,Unicorn Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unicornpharmaceuticalsindia/UPI
820,Mahanivesh,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mahaniveshindia/MIL12
821,Vitta Mazda,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/vittamazda/VM04
822,Wyeth,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wyeth/W11
823,Rushabh Capital,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/rushabhcapitalfinancialservices/RCF03
824,Jindal PolyFilm,http://www.moneycontrol.com/india/stockpricequote/packaging/jindalpolyfilms/JPF01
825,DIL,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dil/DIL03
826,Commercial Syn ,http://www.moneycontrol.com/india/stockpricequote/packaging/commercialsynbags/CSB01
827,Veena Textiles,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/veenatextiles/VT
828,Rajdhani Leasin,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/rajdhanileasingindustries/RLI
829,Orbit Multi,http://www.moneycontrol.com/india/stockpricequote/couriers/orbitmultimedia/OM01
830,Model Fin Corp,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/modelfinancialcorporation/MFC03
831,SRS Finance,http://www.moneycontrol.com/india/stockpricequote/financegeneral/srsfinance/SRS05
832,GSL Securities,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/gslsecurities/GSL01
833,Anar Industries,http://www.moneycontrol.com/india/stockpricequote/trading/anarindustries/EF04
834,Pfizer,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfizer/P
835,Grovy India,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/grovyindia/GI32
836,Rossell Ind,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/rossellindustries/RI19
837,Bihar Foundry,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/biharfoundrycastings/BFC01
838,Jain Studios,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jainstudio/JS04
839,Northlink Fisc,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/northlinkfiscalcapitalservices/NFC01
840,DK Chemo-Plast,http://www.moneycontrol.com/india/stockpricequote/plastics/dkchemoplast/DKC
841,PG Industry,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/pgindustry/PG02
842,UTI - Gold,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/utigoldexchangetradedfund/UTI18
843,Dune Mercantile,http://www.moneycontrol.com/india/stockpricequote/trading/dunemercantilelimited/DML01
844,Sakthi Finance,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sakthifinance/SF15
845,Man Made Spin,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/manmadespinnersindia/MMS
846,Goodearth Ind,http://www.moneycontrol.com/india/stockpricequote/chemicals/goodearthindustries/GIL05
847,Satra Prop,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/satrapropertiesindia/SP39
848,Adithya Aqua,http://www.moneycontrol.com/india/stockpricequote/aquaculture/adithyaaquaculture/AAC03
849,Pertech Compute,http://www.moneycontrol.com/india/stockpricequote/computershardware/pertechcomputers/PC04
850,Unimers India,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/unimersindia/UI18
851,Sagar Cement,http://www.moneycontrol.com/india/stockpricequote/cementmini/sagarcements/SC27
852,Shree Mfg Co,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/shreemanufacturingcompany/SMC
853,Rel Capital Ven,http://www.moneycontrol.com/india/stockpricequote/financegeneral/reliancecapitalventures/RCV02
854,Rama Petrochem,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/ramapetrochemicals/RP06
855,TCI Express,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/tciexpress/TCI08
856,Powerflow Ltd,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/powerflow/PL07
857,Labh Construct,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/labhconstruction/LC
858,Shreyas Shippin,http://www.moneycontrol.com/india/stockpricequote/shipping/shreyasshipping/SS12
859,South (I) Paper,http://www.moneycontrol.com/india/stockpricequote/paper/southindiapapermills/SIP03
860,GTN Industries,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/gtnindustries/GTN01
861,Roopa Ind,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/roopaindustries/RI17
862,Arihant Super,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/arihantsuperstructures/SMC07
863,Do-Max Steel,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/domaxsteel/DMS02
864,Pricol,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/pricol/P9
865,Sicagen India,http://www.moneycontrol.com/india/stockpricequote/trading/sicagenindia/SI91
866,Globe Internati,http://www.moneycontrol.com/india/stockpricequote/diversified/globeinternationalcarriers/GIC11
867,Nile,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/nile/N01
868,Dhanlaxmi Fabri,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/dhanlaxmifabrics/DF04
869,Sarda Energy,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/sardaenergyminerals/SEM
870,Rajshree Sugars,http://www.moneycontrol.com/india/stockpricequote/sugar/rajshreesugarschemicals/RSC
871,Barak Vally Cem,http://www.moneycontrol.com/india/stockpricequote/cementmajor/barakvallycements/BVC
872,Rhodia Special,http://www.moneycontrol.com/india/stockpricequote/chemicals/rhodiaspecialtychemicals/AWC
873,Ind Cap,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/indcementcap/ICC05
874,Kedia Construct,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/kediaconstruction/KC14
875,Kedia Agglomera,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/kediaagglomeratedmarbles/KAM
876,Bhaskar Agroche,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/bhaskaragrochemicals/BA02
877,BIL Inds,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/bilindustries/BIL01
878,Salguti Ind,http://www.moneycontrol.com/india/stockpricequote/packaging/salgutiindustries/SI85
879,Renaissance Jew,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/renaissancejewellery/RJ
880,Picturehouse,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/picturehousemedia/TE9
881,Rahul Merchand,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/rahulmerchandising/RM01
882,Shri Baj Alloys,http://www.moneycontrol.com/india/stockpricequote/steelrolling/shribajrangalloys/SBA
883,Indus Networks,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/indusnetworks/IN02
884,Sunraj Diamond,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/sunrajdiamondexports/SDE01
885,Vivo Biotech,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vivobiotech/VB04
886,Delta Magnets,http://www.moneycontrol.com/india/stockpricequote/electricals/deltamagnets/DM04
887,Oxemberg Appare,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/oxembergapparels/OAL
888,TV Vision,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tvvision/TVV
889,Tirth Plastic,http://www.moneycontrol.com/india/stockpricequote/plastics/tirthplastic/TP04
890,Vanavil Dyes,http://www.moneycontrol.com/india/stockpricequote/dyespigments/vanavildyeschemicals/VDC
891,Arihants Sec,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/arihantssecurities/AS07
892,National Oxygen,http://www.moneycontrol.com/india/stockpricequote/chemicals/nationaloxygen/NO
893,Junction Fabric,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/junctionfabricsapparels/JFA02
894,Stelco Strips,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/stelcostrips/SS26
895,Emed.com Techno,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/emedcomtechnologies/CDR02
896,Shri Krishna,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/shrikrishnadevcon/SKD
897,Indo Bonito,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/indobonitomultinational/IBM01
898,Garuda Clays,http://www.moneycontrol.com/india/stockpricequote/cementmini/garudaclays/GC03
899,Inalsa,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/inalsa/I01
900,Krystal Knitwea,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/krystalknitwear/KK
901,Omnitel Ind,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/omnitelindustries/OIL
902,Tyroon Tea,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tyroonteacompany/TTC
903,Emaar MGF Land,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/emaarmgfland/EML
904,Karnimata Cold,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/karnimatacoldstorage/KCS01
905,Auran Paper,http://www.moneycontrol.com/india/stockpricequote/paper/aurangabadpapermills/APM02
906,British India,http://www.moneycontrol.com/india/stockpricequote/engineering/britishindiasteels/BIS
907,Alembic Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembicpharmaceuticals/AP35
908,NLC India,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nlcindia/NLC
909,Garnet Construc,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/garnetconstruction/GC01
910,NMDC,http://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdc/NMD02
911,Tantia Const,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/tantiaconstructions/TC15
912,Chicago Pneum,http://www.moneycontrol.com/india/stockpricequote/compressors/chicagopneumatic/CP04
913,BF Investment,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/bfinvestment/BFI
914,Astral Poly Tec,http://www.moneycontrol.com/india/stockpricequote/plastics/astralpolytechnik/APT02
915,Hind Financial,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/hindustanfinancialmanagement/HFM
916,Mideast Portfol,http://www.moneycontrol.com/india/stockpricequote/financegeneral/mideastportfoliomanagementservices/MPM
917,Tara Health,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/tarahealthfoods/THF
918,Surya Murphy,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/suryamurphyrichards/SMR
919,Mauria Udyog,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mauriaudyog/MU02
920,KCP,http://www.moneycontrol.com/india/stockpricequote/cementmajor/kcp/KCP
921,BFL Enterprises,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/bflenterpriseslimited/BFL03
922,Delta Corp,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/deltacorp/DC11
923,Basant Agro Tec,http://www.moneycontrol.com/india/stockpricequote/fertilisers/basantagrotechindia/BAT
924,Guj Stat Fin,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/gujaratstatefinancecorporation/GSF01
925,Thapar Foods,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/thaparfoods/TFL
926,S R K Ind,http://www.moneycontrol.com/india/stockpricequote/rubber/srkindustries/ATR
927,Regent Agro,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/regentagroproducts/RAP
928,Sun And Shine,http://www.moneycontrol.com/india/stockpricequote/trading/sunandshineworldwide/RWT
929,Tinna Overseas,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/tinnaoverseas/TO
930,Atul,http://www.moneycontrol.com/india/stockpricequote/dyespigments/atul/A06
931,Ruchi Strips,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/ruchistripsalloys/RSA
932,Dishman Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dishmanpharmaceuticalschemicals/DPC02
933,Golden Goenka,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/goldengoenkafincorp/GS04
934,Acumen Trading ,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/acumentradinginvestments/ATI01
935,Daksh eServices,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/daksheservices/DS9
936,ILandFS Engg,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ilandfsengineeringconstructioncompany/MI50
937,KEC Intl,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kecinternational/KEC04
938,Phelix Applianc,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/phelixappliances/PA05
939,Godawari Power,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/godawaripowerispat/GPI7
940,Indian Polyfins,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/indianpolyfins/IPL
941,Polar Ind,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/polarindustries/PI14
942,Motorol Oils,http://www.moneycontrol.com/india/stockpricequote/lubricants/motorolspecialityoils/MSO
943,Earnest Health,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/earnesthealthcare/EH
944,Tulsipur Sugar,http://www.moneycontrol.com/india/stockpricequote/sugar/tulsipursugarcompany/TSC01
945,Raghuvanshi Mil,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/raghuvanshimills/RML
946,Time Shipping,http://www.moneycontrol.com/india/stockpricequote/shipping/timeshipping/TS01
947,Kwality,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/kwality/KDI01
948,Panasonic Energ,http://www.moneycontrol.com/india/stockpricequote/drycells/panasonicenergyindiacompany/PEI03
949,Mukati Transfor,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/mukatitransformers/MT05
950,CaprolactumChem,http://www.moneycontrol.com/india/stockpricequote/chemicals/caprolactumchemicals/CC26
951,IFL Enterprises,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/iflenterprises/IE03
952,Bajwa Agro Indu,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/bajwaagroindustries/BAI04
953,Archit Organosy,http://www.moneycontrol.com/india/stockpricequote/chemicals/shrichlochem/SCL07
954,India Steamship,http://www.moneycontrol.com/india/stockpricequote/shipping/indiasteamshipscompany/ISC
955,Globe Active,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/globeactivetechnologies/GAT01
956,KFA Corporation,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kfacorporation/KFA
957,Jaidka Foods,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/jaidkafoods/JF01
958,ABM Inter,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/abminternational/ABM02
959,Usha Iron,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/ushaironferrometalscorporation/UIF01
960,Interglobe Avi,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/interglobeaviation/IA04
961,Vermani Steel,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/vermanisteelstrips/VSS
962,UTI-US64(CASH),http://www.moneycontrol.com/india/stockpricequote/financeinvestments/utius64cashincome/UTI15
963,Varun Shipping,http://www.moneycontrol.com/india/stockpricequote/shipping/varunshippingcompany/VSC
964,Music Broadcast,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/musicbroadcast/MB05
965,Innovative Food,http://www.moneycontrol.com/india/stockpricequote/aquaculture/innovativefoods/IM02
966,Heidelberg Cem,http://www.moneycontrol.com/india/stockpricequote/cementmajor/heidelbergcementindia/HCI02
967,Carrier Aircon,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/carrieraircon/CA
968,Sharda Solvent,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/shardasolvent/SS08
969,Nova Electro,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/novaelectromagnetics/NEM
970,Clutch Auto,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/clutchauto/CA02
971,Sunbright Stock,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sunbrightstockbroking/BSB
972,Elgi Finance,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/elgifinance/EF01
973,Rubfila Intl,http://www.moneycontrol.com/india/stockpricequote/rubber/rubfilainternational/RI21
974,Shriram Mutual,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/shrirammutualriskguardian95/SMR01
975,Silver Oak Comm,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/silveroakcommercial/SOC
976,Linaks Micro,http://www.moneycontrol.com/india/stockpricequote/electricals/linaksmicroelectronics/LM
977,Moongipa Capita,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/moongipacapitalfinance/MCF03
978,Sharda Crop,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/shardacropchem/SC04
979,Growmore Solven,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/growmoresolvent/GS05
980,Goodricke Group,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/goodrickegroup/GG02
981,Arrow Textiles,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/arrowtextiles/AT20
982,Royal Ind,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/royalindustries/RIL06
983,Servotech Ent,http://www.moneycontrol.com/india/stockpricequote/engineering/servotechenterprises/SE14
984,Coral Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/corallaboratories/CL03
985,ROM Industries,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/romindustries/ROM
986,Nexxoft,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/nexxoftinfotel/NI15
987,Asian Films,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/asianfilmsproductiondistribution/AFP02
988,Devika Finstock,http://www.moneycontrol.com/india/stockpricequote/trading/devikafinstocks/DF03
989,Dunlop India,http://www.moneycontrol.com/india/stockpricequote/tyres/dunlopindia/DI15
990,Reinz Talbros,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/reinztalbros/RT04
991,DCM Shriram Ind,http://www.moneycontrol.com/india/stockpricequote/sugar/dcmshriramindustries/DCM03
992,Trombo Ext,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/tromboextractions/REL
993,Matushree Text,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/matushreetextiles/MTL
994,Lakshmi Loom,http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmiautomaticloomworks/LAL
995,Vidhi Spec,http://www.moneycontrol.com/india/stockpricequote/dyespigments/vidhispecialtyfoodingredients/VDM
996,Shree Ram Urban,http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/shreeramurbaninfrastructure/SRU
997,Swarnasarita,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/swarnasaritagems/SSG01
998,Mah Polybutenes,http://www.moneycontrol.com/india/stockpricequote/chemicals/maharashtrapolybutenes/MP20
999,Iota Chem,http://www.moneycontrol.com/india/stockpricequote/chemicals/iotachemiculture/IC06
1000,SKM Egg Product,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/skmeggproductsexportindia/SKM
1001,ISMT,http://www.moneycontrol.com/india/stockpricequote/steelrolling/ismt/ISM01
1002,Ramsunar Rolste,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/ramsunarrolsteel/RRL
1003,Noble Explochem,http://www.moneycontrol.com/india/stockpricequote/chemicals/nobleexplochem/NE03
1004,Weston Elec,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/westonelectroniks/WE
1005,Unisys Soft,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/unisyssoftwareholdingindustries/USH
1006,Jyotirgamya Ent,http://www.moneycontrol.com/india/stockpricequote/trading/jyotirgamyaenterprises/JE03
1007,Ahura Weld,http://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/ahuraweldingelecmfg/AWE
1008,Galaxy Surfact,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/galaxysurfactants/GS12
1009,Choksi Imaging,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/choksiimaging/SP10
1010,Capricorn,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/capricornsystemsglobalsolutions/CSG
1011,Bell Ceramics,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/bellceramics/BC04
1012,Shirdi Ind,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/shirdiindustries/SI83
1013,Rodium Realty,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/rodiumrealty/VC13
1014,Emkay Taps,http://www.moneycontrol.com/india/stockpricequote/engineering/emkaytapscuttingtools/ETC02
1015,Jasmina Ind,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/jasminaindustries/JIL02
1016,Worldwide Leath,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/worldwideleatherexport/WLE
1017,JagsonpalPharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jagsonpalpharmaceuticals/JP02
1018,PC Jeweller,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/pcjeweller/PJ
1019,Shrenik,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/shrenik/S25
1020,Munis Forge,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/munisforge/MF14
1021,Swissen Intersp,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/swisseninterspace/SIL11
1022,Healthfore Tech,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/healthforetechnologies/RT9
1023,Nahar Fibres,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/naharfibres/NF01
1024,Nahar Poly Film,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/naharpolyfilms/NIH
1025,NPR Finance,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/nprfinance/NPR
1026,Suchinfotech,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/suchinfotech/S10
1027,Innocorp,http://www.moneycontrol.com/india/stockpricequote/plastics/innocorp/I12
1028,Megasoft,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/megasoft/M08
1029,JD Orgochem,http://www.moneycontrol.com/india/stockpricequote/dyespigments/jdorgochem/JDO
1030,Consol Fibres,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/consolidatedfibreschemicals/CFC02
1031,SBI MF ETF,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sbimutualfundsensexetf/SBI23
1032,Sagar Silk,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/sagarsilkindustries/SSI01
1033,Minolta Finance,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/minoltafinance/MFL06
1034,Amit Spinning,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/amitspinningindustries/ASI03
1035,ADF Foods,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/adffoodsindustries/AF30
1036,Shriram Pistons,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/shrirampistonsrings/SPR02
1037,HAMCO Steels,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/hamcosteelsalloys/HAM01
1038,Sai Rayalseema ,http://www.moneycontrol.com/india/stockpricequote/paper/sairayalseemapapermills/SRP05
1039,India Gelatine,http://www.moneycontrol.com/india/stockpricequote/chemicals/indiagelatinechemicals/IGC01
1040,Srico Software,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sricosoftwareindia/SSI9
1041,Acrow India,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/acrowindia/AI03
1042,Euro Leder,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/eurolederfashion/ELF04
1043,SNL Bearings,http://www.moneycontrol.com/india/stockpricequote/bearings/snlbearings/SNB
1044,Pneumatic Hold,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/pneumaticholdings/PH08
1045,Orde Industries,http://www.moneycontrol.com/india/stockpricequote/miningminerals/ordeindustries/OI04
1046,Regal Entertain,http://www.moneycontrol.com/india/stockpricequote/financegeneral/regalentertainmentconsultants/RFC
1047,Mysore Kirloska,http://www.moneycontrol.com/india/stockpricequote/machinetools/mysorekirloskar/MK01
1048,Aaswa Trading,http://www.moneycontrol.com/india/stockpricequote/trading/aaswatradingexports/ATE02
1049,Ken Financial,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/kenfinancialservices/KFS02
1050,Straits Times,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/straitstimes/ST24
